s.no,text,stanford_sentiment,stanford_qa
766,"I'm going to have to miss this one.  Sorry.  Also, I signed up to speak so can you take my name off the list.  Thanks - see you next time.",neutral,unpredcitable
767,[masked] Thank you Misty for bringing the information to my attention.  Be well. v,neutral,unpredcitable
768,Wish I could be there - but I'm in Austin!,negative,unpredcitable
769,"It's possible I won't make it until 7. Is that okay, or should I give up my spot?",neutral,Q
770,"Last minute conflict, hope to make the next one.",neutral,unpredcitable
771,"I had intended to send a poll out last week, but got super busy...  I have one now!",neutral,unpredcitable
772,"I had intended to send a poll out last week, but got super busy... I have one now!
http://www.surveymonkey.com/s/XT5YFXT",neutral,unpredcitable
773,Out of town,neutral,unpredcitable
774,It was good to discuss DevOps issues as related to language.,neutral,unpredcitable
775,Great!!  Learned a Lot Thanks YOU,positive,unpredcitable
776,"Security needs your first and last name so if it is not listed on Meetup Please email it to me alainapercival @ gmail.com 

If you aren't going to be able to attend please update your RSVP we have quite a few people on the waiting list. 

Finally, if you really wanted to give a talk and didn't get to signup in time please send me an email with your topic.",negative,unpredcitable
777,Fingers crossed!,neutral,unpredcitable
778,unfortunately I can't make it this time :(,negative,unpredcitable
779,"I would love to attend this event, but I'm on the waitlist! We are looking for an awesome Ruby on Rails developer to join our team at www.DohJe.com, making it easy to thank great caregivers.",,
780,Just joined this. Can't wait to attend my first meetup.,negative,unpredcitable
781,Just starting to learn code,neutral,unpredcitable
782,My battery adapter arrived this morning!,neutral,unpredcitable
783,"Hi 
I used to be a noncoder - but getting into it.  Powering up!  I am looking for a Scala hacker for a part-time/ could grow into full time position.",negative,unpredcitable
784,Hello! I've just joined this group. I am so glad so many coder girls come together here. I am excited to join one of your meeting asap. Also I want to ask is there any recruiter in this group. I'd appreciate it if you could share the open positions with me! Please feel free to connect with me! Thanks.,negative,unpredcitable
785,"Not in town all the time - But please keep me posted, connect with me. Thank You",positive,unpredcitable
786,"Wow, so many girls that can actually code!! I am so excited, I live in Florida though, but I can't wait to go to one of your meetings! It has to be a lot of fun!",positive,unpredcitable
787,Yay!,neutral,unpredcitable
788,"The last one was so fun, I'm definitely in!",positive,unpredcitable
789,Lightening talks a my favorite events!,positive,unpredcitable
790,"I just found this ""how to learn javascript properly"" learning roadmap, which looks really interesting and seems to be well-recommended. I'm going to take a look at it, if anyone else wants to join in! :-) http://javascriptissexy.com/how-to-learn-javascript-properly/",,
791,I've been looking at that too. Seems interesting.,negative,unpredcitable
792,I've been checking that out too; think I'm going to give it a serious shot. If anyone wants to do a study group following that path drop me a line!,,
793,"I'm interested in checking this out! Awesome, thanks for the find Alice!",neutral,unpredcitable
794,"I'm currently working on completing the ""web fundamentals"" series on codecademy, as per the recommendations. 

Trying to decide which of the two beginner books I should get. I'm leaning toward ""Professional Javascript for Web Developers""... just hoping that my 1 semester CS 101 counts as ""at least a bit of programming experience.""",,
795,"PS - ""JavaScript: The Definitive Guide"" is the recommended book for no programming experience. Both are linked there as part of the beginners' track.",negative,unpredcitable
796,May I please borrow a laptop? :),neutral,Q
797,I'm really sorry something urgent comes up.,negative,unpredcitable
798,"I can't make it tonight, see you next week!",neutral,unpredcitable
799,Sounds like fun.,positive,unpredcitable
800,I'm afraid I can't make it as I'm on leave until the 14th. See you at the Chef Summit.,neutral,unpredcitable
801,"It was great to meet all of you at the meetup! Apologies for not posting this information earlier, but here's the discount code for Velocity NY that I mentioned:
USRG will get you 20% off any registration package.

Feel free to drop me a line or leave a comment if you have any questions.

Cheers!
Mary",negative,unpredcitable
802,"My pleasure, I had fun.  I hope everyone enjoyed .",positive,unpredcitable
803,"Sorry guys, had meetings come up!",neutral,unpredcitable
804,Hi!  Do you have bike parking or could I bring my bike in the building?,neutral,Q
805,You can bring your bike in the building and leave it just outside the entrance to our office when we go up where it will be safe (on the 6th floor).,negative,unpredcitable
806,Great! Thanks!,positive,unpredcitable
807,"Big regrets -- won't make it to the city tonight.  See you on-line.

Thanks to Colt, Peter, Sean, Google, Udacity, and all the students who helped make this great. 

Behind on my game entry -- we'll see if I make it.",neutral,unpredcitable
808,Sorry you could not make it Doug. Good news:  the contest deadline was extended to this Monday 4/15.,negative,unpredcitable
809,"Great finish to a great course. Thank you Colt, Peter, and Sean!!!",positive,unpredcitable
810,Excellent event! Where/when can we find the videos?,positive,Q
811,"I got 9 videos on my camera -- I'm not sure how many videos the other camera was able to pick up. I'll process and edit them this weekend, and then we should put them up on the WWC youtube. I'll post here when we do.",,
812,"I have a couple on my camera and a few on my phone. There were 1 or 2 talks we missed due to technical difficulties, so apologies to those folks!",neutral,unpredcitable
813,This was so great!!!,positive,unpredcitable
814,I had fun!,positive,unpredcitable
815,"Hi everyone! Thanks for an awesome lightning talk event, these are always my favorite at WWC :)

Here's the info I promised about Startup Product Summit. More info is at http://startupproduct.com, and you can register at https://startupproduct.ticketbud.com/summit. The discount code ""sfproducttalks"" will get you $50 off the Innovator ticket.

We're also partnering with Developer Week, which takes place Feb 1-7, to get you 20% off their event.

And as I mentioned, if you want to attend but aren't sure you can afford it, shoot me an email at [masked] and we can work something out. I really love this community and just want to see you guys there!",,
816,:D,neutral,unpredcitable
817,Great ! So many different speakers talking about various aspects of being a software engineer.,positive,unpredcitable
818,"Cool, varied, welcoming, relevant to newbies yet with some technical tips",positive,unpredcitable
819,I might be driving in for this event. Does anyone know where I can get parking (paid/unpaid: either works fine) ?,neutral,unpredcitable
820,I've always been able to find street parking within a block or two.,positive,unpredcitable
821,"Street parking is free after 6pm, and easy pickings on Mission between 6:00 and 6:30.",neutral,unpredcitable
822,Thanks!,positive,unpredcitable
823,Carina - what's the format of the talks? I know ignite talks for example require 20 slides displayed for 20 seconds. Should we prepare slides for this event? Or spoken word only?,neutral,Q
824,"The format of this is you have 5 minutes. You can do whatever you like with those 5 mins, slides or not, auto-advance or not. Most women make slides and advance them manually.",neutral,unpredcitable
825,"great, thanks!",positive,unpredcitable
826,"I would love to see what the other talks are going to be, beforehand!",neutral,unpredcitable
827,"Thanks for the nudge, Liz.  Done :-)",positive,unpredcitable
828,I am feeling a bit under the weather and won't be able to attend.  Hopefully I will be able to make it next time.,positive,unpredcitable
829,"Hope you feel better! Get some rest, tea, and all those good things. See you next time!",positive,unpredcitable
830,"We're looking forward to seeing you all on Thursday for lightning talks!  If you're planning to talk, please sign up at http://bit.ly/TLgiaW so we can hold a timeslot for you (and give you a nice intro to the audience). :-)

P.S. Does anyone have a video camera you can bring? Recordings of our previous talks have been very appreciated.  We'd love to do it again.",unpredcitable,Q
831,my SLR can record HD video but I've never used it to record a long event (not sure if it would fit on a 32GB SD). I'll bring it and you can use it if you don't find a real video cam before then.,negative,unpredcitable
832,"Thanks, Michelle.  That sounds great. The talks are 5 minutes, so no worries about long event time.  If the SD fills, we'll improvise with a phone or something.",positive,unpredcitable
833,Can boys attend?,neutral,Q
834,"Women Who Code is for folks who identify as women, so no go.",neutral,unpredcitable
835,Who's on the scheudule so far?,neutral,Q
836,Thank you ladies for hosting this great event- definitely looking forward to attending more in the future :),positive,unpredcitable
837,"It was great to see & meet so many women entrepreneurs, developers hacking away... would love to attend more of these in the south bay!",positive,unpredcitable
838,"Rachel: It was great to meet you too! We'd love to have you lead a breakout group, look to an email from us soon.

Grace: We're having a holiday party in mid-December, and we hope to see you there!",positive,unpredcitable
839,"I wasn't able to attend, but would love to stay posted on the next one! Thanks for putting this together!",neutral,unpredcitable
840,"Thanks Nikila, Jennie and Anisha for organizing this - I had a ton of fun talking to you all! Also, if you need help organizing any of the breakout coding groups, please let me know. I'm happy to help out.",positive,unpredcitable
841,Jacqueline: absolutely! Beginners welcome. See you there.,positive,unpredcitable
842,Sounds like a great event! Is it also open to women who don't know how to code/program but are looking to learn??,unpredcitable,Q
843,"Hello WWCode! If you couldn't attend the event, here are some wonderful resources from the workshop at Strave that can catch you up on what you missed:

- Event recording -> https://drive.google.com/file/d/1K2SHTE1Vi7aG-mnCq5FhL5FzyHPp9wsx/view?ts=5d6eaaa3

- Medium blog post on the workshop -> Containers Orchestration with Kubernetes https://link.medium.com/WwA4z9RjJZ

- Presentation from WWCode webinar on the same topic -> https://www.dropbox.com/s/o13yjxc1kfho71s/IBM_201908_containers_101_wwcode.pdf?dl=0 

Don't forget to follow our Meetup page so you don't miss any future events and resources!",negative,unpredcitable
844,"Here's the IBM Meetup page Marek mentioned:
https://www.meetup.com/IBM-Developer-SF-Bay-Area-Meetup/",neutral,unpredcitable
845,I can’t make it anymore. Will you be sharing slides or something?,neutral,Q
846,"Yes, I think we should be able post slides tomorrow.",neutral,unpredcitable
847,Would really like to go to this please cancel if you are not going to make it.,negative,unpredcitable
848,"I just cancelled because I will have already left for PyCon on sunday. So hopefully you or someone else can take my spot! I'm bummed that I'm going to miss it too, because it looks like a great talk.",,
849,"Just saw that we have grown to 200-strong from a few brave people a couple of months back. It is great to see the community growing! ...and this is just in London. 
Thanks for making the community what it is. See you at the next one!",positive,unpredcitable
850,Thanks Boyan :),positive,unpredcitable
851,"Hi Everyone, 
As a reminder, please download and install the following *before* you come to the workshop.  We will have wifi, but not enough for everyone to download entire applications at the same time!

""Be sure to 1. download Docker, 2. test it as shown below, and 3. sign up for IBM Cloud before you arrive.""

Details and links are on the Meetup invitation here: https://www.meetup.com/Women-Who-Code-SF/events/263565988/

And as always, please change your RSVP to *not coming* if you can't come after all to free up the spot for others.",,
852,Hello everybody! In case you missed tonight's talks you can catch them on the SFHTML5 YouTube channel. Link to the Playlist here: https://www.youtube.com/playlist?list=PLUj8-Hhrb-a0gce5IINBqAFnYfIlSzIaO,negative,unpredcitable
853,"Thank you, Andrew",positive,unpredcitable
854,"For those of you interested in GDG DevFest San Francisco, you can register for the event at https://devfestsf.withgdg.com, and you can also get 33% off of your tickets by using coupon code SFHTML5 (we hope to see you there!)",negative,unpredcitable
855,Anyone here already?,neutral,Q
856,Is this event RSVP only?,neutral,Q
857,The event is rsvp only but you can try and sign up for it,negative,unpredcitable
858,"Registration is closed now. We're over capacity as it is, but the videos will be posted on the SFHTML5 YouTube channel tonight.",negative,unpredcitable
859,This looks like a great lineup! Still on crutches and will have to view the recording online. Have a great weekend!,positive,unpredcitable
860,Hope it heals quickly,neutral,unpredcitable
861,This Fest was very informative! Can someone please post the link to the slides here.Thank you!,positive,unpredcitable
862,Amazing fest cant wait for this next year 😄,positive,unpredcitable
863,"Can hardly wait to attend next year. Having it on a Friday was great. Though, I would have preferred it was later in the year.",negative,unpredcitable
864,anyone selling the ticket??! I’m willing to buy the ticket. :),neutral,Q
865,Will bringing a laptop be beneficial?,neutral,Q
866,"I usually bring a laptop to take high level notes. Honestly a pen and notebook usually would suffice too.

My recommendation is if this is your first time at a conference bring your laptop and see how it works out.",,
867,Awesome! First time for sure. So a fully charged laptop it is.,positive,unpredcitable
868,I was one of those people who were late to buy the tickets. If anyone is not going and want to sell their tickets please let me know. Thanks,neutral,Q
869,If anyone can't go and can sell me their ticket please let me know ty,neutral,Q
870,If you have not gotten your ticket yet I suggest acting quickly we are ALMOST sold out. Get your tickets at https://windycitydevfest.eventbrite.com and learn more at https://windycity.devfest.io,negative,Q
871,All tickets are sold out. Will it be possible to get a ticket?,neutral,Q
872,Quick reminder to everyone get your tickets over on https://windycitydevfest.eventbrite.com and check all the amazing talks over at https://windycity.devfest.io,positive,unpredcitable
873,Don't forget to bring your business card along to enter into our London DevOps prize competition!,neutral,unpredcitable
874,oh snap I don't have business cards :(,neutral,unpredcitable
875,"No worries, we will have blank cards for you to fill in just incase you don't have a card :)",negative,unpredcitable
876,"I cannot confirm my presence for now so I'll change my response to no  :(. But, I'll try to do all my best to attend this meeting.",neutral,unpredcitable
877,Probably would be interested if I knew what will be,neutral,unpredcitable
878,"I'm assuming you are wondering what some of the talks will be and unfortunately at this time we have not selected the talks. I can tell you that we have some great talks submitted with topics such as Tensorflow, Firebase, Progressive Web Apps, Kotlin, Smart home and there is still time for other great talks to get submitted! I hope this helps you decide to come. 

Be aware that right now we are doing our early bird pricing and when we announce the lineup of speakers we will raise the price.",,
879,We have gotten a bunch of the talks online please make sure to check out the site now. More to come over the next few days! https://windycity.devfest.io,neutral,unpredcitable
880,"A good chunk of talks have been posted more are still coming! https://windycity.devfest.io/sessions

Get your ticket today!",positive,unpredcitable
881,Running out of time to get your early bird tickets only a few hours left! Great speakers lined up and ready to be announced in the coming hours!,negative,unpredcitable
882,Love the enthusiasm behind topics but remember you need to buy your tickets on Eventbrite https://windycity.devfest.io get your early bird tickets now before they are gone!,neutral,unpredcitable
883,Buying tickets on Monday,negative,unpredcitable
884,Remember that time Monday came and went for like a month and I still don't see a ticket from you....,negative,unpredcitable
885,One week left to get your tickets at early bird prices! Tickets will be going up in price once all the speakers are announced next week! I will say this is shaping up to be a great conference. Over 30 submissions for talks so far. Awesome giveaways and your typical conference style swag! Head over to https://windycitydevfest.eventbrite.com to get your early bird ticket today!,negative,unpredcitable
886,Friendly Reminder less then 2 weeks left to get your early bird takes. 1 week left to get your speaker submissions in! Can't wait to show you guys all of what we have up our sleeves! https://windycity.devfest.io,negative,unpredcitable
887,I think I can officially say we have giveaways in the double digits and that doesn't include the swag that comes with the ticket. Head over to Eventbrite to get your tickets!,,
888,"1 month warning! on December 11th we will be announcing all the speakers and increasing the prices. I highly suggest getting your tickets now on eventbrite https://windycitydevfest.eventbrite.com 

I can say there will be at least 1 Tensorflow talk, 1 Actions on Google(Google Assistant) talk, and 1 Cloud talk about going serverless.

Got anything you'd like to give a talk on apply now at https://windycity.devfest.io",negative,unpredcitable
889,Kotlin for the win,neutral,unpredcitable
890,Progressive web apps all day!,neutral,unpredcitable
891,Please record and/or broadcast ... somehow missing this :-( 'till now :-) Hope to watch on the interwebs... see ya next time.,negative,unpredcitable
892,Whats the URL for Ooyala's newly open-sourced cookbooks and testing and deployments workflow for managing switches and routing configurations in the data center?,negative,Q
893,"Thanks Nikila, Jennie and Anisha for organizing this - I had a ton of fun talking to you all! Also, if you need help organizing any of the breakout coding groups, please let me know. I'm happy to help out.",positive,unpredcitable
894,Hit me up on Twitter @MichaelSolati,neutral,unpredcitable
895,"Solid presenters, well put on. Keep up the great work guys.",neutral,unpredcitable
896,"Awesome talk, oboe is really interesting",positive,unpredcitable
897,"Hi James, 

I lended an iphone charger to Meghan during the meetup. But I forgot to collect it before leaving. Do you happen to have it? 

Thank you.",unpredcitable,Q
898,Slides from tonight's talk: https://speakerdeck.com/calren/help-kotlin-help-you,neutral,unpredcitable
899,"Awesome! Thanks, Caren!",positive,unpredcitable
900,4th floor everyone,neutral,unpredcitable
901,"Hello. What should we install for the CodeLab on our laptops? More generally, what prereqs would the CodeLab involve?

Thanks!

- Frank Solomon",neutral,Q
902,Hi Frank. Great question. I would suggest having either Android Studio or IntelliJ IDEA installed.,negative,unpredcitable
903,Yup! James is totally right. If you have Android Studio 3.3+ installed you should be good to go.,positive,unpredcitable
904,Will this be live streamed?,neutral,Q
905,"We look forward to see you all today. We will have Pizza and drinks, so come early for some networking :-)",positive,unpredcitable
906,I'd like to attend the speaker talks- am wondering if the codelabs/workshops are helpful to beginners ?,negative,unpredcitable
907,I cannot attend tomorrow.  How do I free up my spot for someone on the waitlist?,neutral,Q
908,"Hey William, thanks for letting us know. Since you have updated your RSVP, we are all good. :)",positive,unpredcitable
909,Hey folks! Remember to RSVP here: https://slackcommunity.com/events/details/slack-san-francisco-presents-chrome-dev-summit-extended-2019/#/,neutral,unpredcitable
910,Really excited to come to come to this event.,positive,unpredcitable
911,I also have to pass... still recovering from surgery.,negative,Q
912,Hey Sherry - We have multiple codelabs and you will be able to do the one which is closer to your experience level.,positive,unpredcitable
913,Bummed I can't attend this afterall. I cancelled up my spot for someone else. See you next time!,negative,unpredcitable
914,"As promised here is the SlideShare link to the presentation slides:
https://www.slideshare.net/ocampesato/introduction-to-tensorflow-2-and-keras",neutral,Q
915,Thank you it will be nice to go over the basic syntax and such. A great introduction lecture!,positive,unpredcitable
916,"Many thanks everyone who attended, and if this was your first exposure to RNNs and LSTMs it was probably overwhelming, but speaking from my own experience, I can say that if you persist you will prevail=:)",neutral,unpredcitable
917,"I've tried three times to upload the presentation slides to SlideShare but to no avail, so I'll try again tomorrow;(",negative,unpredcitable
918,Will this be live streamed?,neutral,Q
919,Any update on Venue? Hopefully in SF.,neutral,Q
920,Walk in the market St entrance. Look for the table that says Microsoft and get checked in.,neutral,unpredcitable
921,Hi! Is there instructions of how to get to the Microsoft offices of this large building. Thanks!,negative,unpredcitable
922,"It turns out I can’t make it, will this be recorded?",neutral,Q
923,"No, this will not be recorded. :-( We are going to do our best to live tweet it under the hashtag #DevRelPanel if you want to follow along on Twitter.",negative,unpredcitable
924,Thanks! Sorry I can’t make it. Really wish there was some way to teleport myself to SF to be there on time 😜,negative,unpredcitable
925,Will there be any bike parking for this event? Is it ok to bring bikes up? If the freight elevator is closed what is the protocol?,neutral,Q
926,"Hi, is there a recording for this event? I worked directly in this domain and it's too bad I missed it",negative,Q
927,+1,neutral,unpredcitable
928,Hi is this GOOGLE Event for beginners or only  intermediate and advanced people doing coding or design?,neutral,Q
929,Only if you are a 10x Dev and a design master so pretty much a Unicorn I’d say ;),neutral,unpredcitable
930,There is a bit of credible and hands-on information... https://www.haikuforteams.com/learn/,positive,unpredcitable
931,"Unfortunately I can’t make it as we have a team dinner, if it will be recorded love to see the video.",negative,unpredcitable
932,All levels are welcome!,positive,unpredcitable
933,"As promised here is the SlideShare link to the presentation slides:
https://www.slideshare.net/ocampesato/introduction-to-tensorflow-2-and-keras",neutral,Q
934,"Many thanks everyone who attended, and if this was your first exposure to RNNs and LSTMs it was probably overwhelming, but speaking from my own experience, I can say that if you persist you will prevail=:)",neutral,unpredcitable
935,"I've tried three times to upload the presentation slides to SlideShare but to no avail, so I'll try again tomorrow;(",negative,unpredcitable
936,This will be hosted at Launchpad Space!,neutral,unpredcitable
937,Thanks,positive,unpredcitable
938,I cannot attend tomorrow.  How do I free up my spot for someone on the waitlist?,neutral,Q
939,"Hey William, thanks for letting us know. Since you have updated your RSVP, we are all good. :)",positive,unpredcitable
940,I also have to pass... still recovering from surgery.,negative,Q
941,I'd like to attend the speaker talks- am wondering if the codelabs/workshops are helpful to beginners ?,negative,unpredcitable
942,Hey folks! Remember to RSVP here: https://slackcommunity.com/events/details/slack-san-francisco-presents-chrome-dev-summit-extended-2019/#/,neutral,unpredcitable
943,Really excited to come to come to this event.,positive,unpredcitable
944,Thanks for letting me know. Let me check.,positive,unpredcitable
945,Hi Suyash - I just checked the link and the 10% discount is being applied. What happens when you click on it?,negative,Q
946,"Ok it’s working now, thanks and see you at Dev Rel Con!",positive,unpredcitable
947,"It's awesome, what Oracle is doing these days.  The workflow for developing and designing are well-thought out.  Thanks for your past presentations and leadership.",neutral,unpredcitable
948,"It's awesome, what Oracle is doing these days.  The workflow for developing and designing are well-thought out.  Thanks for your past presentations and leadership.",neutral,unpredcitable
949,Thank you it will be nice to go over the basic syntax and such. A great introduction lecture!,positive,unpredcitable
950,Hey Sherry - We have multiple codelabs and you will be able to do the one which is closer to your experience level.,positive,unpredcitable
951,Bummed I can't attend this afterall. I cancelled up my spot for someone else. See you next time!,negative,unpredcitable
952,"Is this event happening? 
It's in two days and there are no details.",unpredcitable,Q
953,Good start.  Great opportunity to meet other Gophers.  The Talks were a nive taste of things to come.,positive,unpredcitable
954,Do spouses need to be on the list too for the kick off party?,negative,Q
955,"Any gophers around DTC or south denver ? I would love meet and explore golang. 

Anand",negative,unpredcitable
956,"Hope everybody has fun! A little bummed that I'm missing GopherCon 2016, but will be up in the mountains on a family retreat...

(Maybe I'll have to take my laptop and have a mini-con by myself to the annoyance of my extended family.)",neutral,unpredcitable
957,Anyone have a lead on extra tickets for the conference? Didn't think I'd be in town but plans changed and now I'd love to attend Gophercon,neutral,Q
958,Any chance someone here might be pulling out and has available tickets I could purchase?,negative,Q
959,つぶやく時には、#rubykaraoke #shopify のハッシュタグをお忘れなく！！,neutral,unpredcitable
960,"Hi people! Thank you for coming to Rubykaraoke with Shopify! We actually got more than 100 people! Please don't forget to tweet or share some photos on your twitter or Instagram with #rubykaraoke #shopify !!!

See you tomorrow at the conference too!",positive,unpredcitable
961,楽しかったですー,neutral,unpredcitable
962,"Hi people! Finally RubyKaraoke is coming tomorrow! Please change your status if you are not going tomorrow :) (since we've got a waiting list!)

Thank you for your cooperation and we are looking forward to seeing you all!",positive,unpredcitable
963,"Hi people, we had to change some event details, and the date will be at some point Sep 18-20 night, not 17th. We're preparing fun contents, so please stay tuned! We'll be at Ruby Kaigi in any case, see you people there too.

Cheers,
Arisa",negative,unpredcitable
964,社員を一人追加して二人参加を希望します。よろしくお願いします。,neutral,unpredcitable
965,We've just updated the event info! We'll be hosting a RubyKaraoke on 19th 22:00~(on the 2nd day of Ruby Kaigi) Please check this out and confirm your schedule again! Look forward to seeing you all at RubyKaigi 2017 in Hiroshima!!,neutral,unpredcitable
966,"hi, what is the time end?",neutral,Q
967,I manage to take no pictures at all. So if you have any pictures that I am on it please share :))),neutral,unpredcitable
968,"Thank you everyone who came to RubyKaraoke last night! You were all super stars! Additional thank you for all the tweets - #ShopifyJapan was trending last night!
Last but not least..Very special thanks to RubyKaigi organisers for all the support!

昨日はRubyKaraokeにご参加いただき誠にありがとうございました！皆様の素晴らしい歌声と、温かさに包まれてのイベントとなり、#ShopifyJapanを沢山ツイートしていただいたおかげで、ツイッターでトレンドすることができました！
RubyKaigiのスタッフの皆様、沢山お力添えいただき、心より御礼申し上げます。引き続きShopifyをよろしくお願い致します！",negative,unpredcitable
969,Thanks again for a great and well organized event!,positive,unpredcitable
970,"Please submit the survey here 
http://bit.ly/gdgsurvey",positive,unpredcitable
971,"Some links to Assistant SDK, Actions SDK, Api.AI sdk are here:

https://gdgnyc-cf6b5.firebaseapp.com",negative,unpredcitable
972,"Thank you, wil",neutral,unpredcitable
973,"Thank you, Allen",positive,unpredcitable
974,This will be hosted at Launchpad Space!,neutral,unpredcitable
975,Super fun! I enjoyed a multilingual room,positive,unpredcitable
976,"Sorry, I did not make it. Got lost somewhere in your beautiful city. Hope to see you tomorrow",negative,unpredcitable
977,"It's in the eingang between Thalia and Muller, go in and then on the left side, first door.",neutral,unpredcitable
978,Is the address correct? Passed by Maria-Hilfer 97 earlier today and haven't seen Meisterlabs' sign. Also Gmaps thinks it's somewhere else.,unpredcitable,Q
979,I hope MeisterLabs will have some stickers? My laptop just pinged me that it needs few more,unpredcitable,Q
980,"Thanks everyone who came and listened to me talk about SyncMachine! I hope you all found it interesting. SyncMachine can be found at https://github.com/fhwang/sync_machine, and I'm on Twitter at @fhwang.",positive,unpredcitable
981,"Is this event likely to finish promptly at 8:30? I'm in town from Portland and have an overlapping company engagement, but in the interest of PDX.rb/NYC.rb intercoastal relations it would be great to stop in and say hello, even if only for a short while.",,
982,Hi again. Thanks for all of that great info! But I'm not going to make it this time; my apologies for the last-minute cancellation.,neutral,unpredcitable
983,The door is on Vancouver Street.   It's a glass door located between Whole Bowl and Bread & Honey.  Take the elevator up to Planet Argon and it's the first door on the left.,negative,unpredcitable
984,Hi. Where is the best place to park?,positive,Q
985,"What goes on at these ""Ruby Tuesday"" events?",neutral,Q
986,"Hey Martin! It seems to work on our end, can you try again? Maybe it was like an internet thing! If not, you are welcome to message me your question or post it here so we can add it. Thanks for trying to submit a question though :) !",negative,Q
987,"Martin, any specific errors you're getting?
Here's the link to ask questions: https://app2.sli.do/event/mva4xe6t/ask",unpredcitable,Q
988,Thanks,positive,unpredcitable
989,Myself/employees who drive often are able to find parking somewhere along N Beech Street (either side of Williams / Vancouver) in the neighborhoods within a few blocks. Would suggest a street north of Fremont,negative,unpredcitable
990,"Usually there's some social time with pizza from 6-7, then a talk or two.",neutral,unpredcitable
991,Hi Jonan - I'll follow up with you on chat and see what we can do.,positive,unpredcitable
992,I work in DTC and would definitely be up for it. -Quentin,neutral,unpredcitable
993,I'll text you live updates. 😜,negative,unpredcitable
994,Jump in gopher slack and ask in gophercon-denver,neutral,unpredcitable
995,Email us at gophercon@gopheracademy.com before 6pm EST and we'll get you taken care of.,negative,unpredcitable
996,本日はありがとうございました！楽しんでもらえて大変嬉しいです！！今後ともShopifyを宜しくお願いします！,neutral,unpredcitable
997,what day would be most fun?,neutral,Q
998,ご連絡ありがとうございます！当日お会いできるのを楽しみにしております。,neutral,unpredcitable
999,Hi it's 18:00-21:00 :),positive,unpredcitable
1000,Thanks! I'll check it out.,positive,unpredcitable
1001,"I'm at Parker and Iliff, so pretty close to that area. I'm always up for coding over beers and/or coffee.",neutral,unpredcitable
1002,twitch.tv/gophercon  -- live stream it over cellular that'll really make your family happy,positive,unpredcitable
1003,Email us at gophercon@gopheracademy.com before 6pm EST and we'll get you taken care of.,negative,unpredcitable
1004,"If 18th, I loved to come!",positive,Q
1005,残念ながら諸事情により今回は参加を見合わせることになりました。今後のShopify ミーティングへの参加を引き続き楽しみにしています。,neutral,unpredcitable
1006,hi thank you!,positive,unpredcitable
1007,"we will be meeting soon, mostly probably at innovation pavilion. If you are interested, please join DTC go programming meetup. we are making sure our dates does not overlap with Downtown meetup so people can go to both and we can share talks and experience.",negative,unpredcitable
1008,"Jumped into gopher slack and Brian was able to get me setup. Thanks everyone, looking forward to the conference!",negative,unpredcitable
1009,We're having a Karaoke meetup on 19th!,neutral,unpredcitable
1010,コメントありがとうございます！他のイベントもこれからアクティブに行なっていく予定ですので、今後違うイベントでお会いできることを楽しみにしております！,neutral,unpredcitable
1011,Today I got out little bit late. Hope to join the next one,neutral,unpredcitable
1012,Unfortunately I had a long 11 hours travel starting at 4am [one of the aspects of DevRel life 😉] and I miss the meetup tonight 😫,negative,unpredcitable
1013,I'm on my way!,neutral,Q
1014,Unfortunately my meeting is over running and I wont be able to attend.,negative,unpredcitable
1015,"Also, my organization, The Knowledge House, provides free technology courses in the Bronx. We are currently partnering with Hostos Community College to teach a FREE Usability Testing Certificate program. If you would like to know more about this opportunity please feel free to reach out to me at dtagoe@theknowledgehouse.org.",negative,unpredcitable
1016,It was a great opportunity to learn about what developers are working on.,positive,unpredcitable
1017,Inspiring presentations that opened my eyes to what can be built. Enjoyed the food and swag. A Saturday very well spent. Thanks to all the organizers. Let me know where I can fill out that survey.,positive,unpredcitable
1018,Did the change the date?. I had a reminder message that it was 6.20 but it was 6.19 and I did go ad I wanted to meet some friends in Berkeley after 9 pm .... so I had 3 hours in my hands,,
1019,"Progressive Web Apps, Tenserflow 2.0, pizza, drinks and a wonderful networking time tonight! See you all soon!!",positive,unpredcitable
1020,"GDG Berkeley would like to thank once again our amazing speakers Igor Franca and Eric Wendel for coming all the way from Brazil to present their cool and informative talks! You two are welcome to our community always!

Don’t forget that anyone can sign up to present a technical topic they are passionate about, to share knowledge and exchange ideas!",negative,unpredcitable
1021,Is this a good event for asking peers for help integrating an app with Google Play Services?,positive,Q
1022,"I'm inclined to say no, not that I'd tell you that you can't/shouldn't. We just normally don't handle mobile text, so I couldn't speak to the strength of our members.",,
1023,I'm late. Will reach in 20 min. How much will I miss,negative,unpredcitable
1024,"No worries, Johnny! This is a self-paced course, so you can stop by when you can.",negative,unpredcitable
1025,"Hey Everybody ! I will be there tonight to help mentor with projects or speed-bumps in your learning. I'll be recruiting for our Berkeley-based startup, Taxnexus.net!",negative,unpredcitable
1026,"We look forward to having you tonight, Vernon! Welcome to GDG Berkeley ☺",negative,unpredcitable
1027,"Unfortunately, the original venue changed their commitment very last minute. Our team was lucky to find PSR on such a short notice. We hope to see you today, Howard.",negative,unpredcitable
1028,"Looks like the address changed.  I thought this was originally at Dharma College, 2222 Harold Way, Berkeley.  Not so close to BART now.  Its about 3/4s of a mile, up hill at the end.",negative,unpredcitable
1029,Many thanks to Michael and the attentive audience!-:),positive,unpredcitable
