s.no,text,labelled_sentiment,stanford_sentiment,stanford_qa
2640,Screened by RepRisk – #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft,negative,negative,unpredcitable
2641,"I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft",negative,,
2642,How #Apple eclipsed #Microsoft http://t.co/dL9CRCZy,negative,neutral,Q
2643,Oh how much do I loathe #microsoft??? An hour to 'configure updates' which it is then unable to do so another 20 mins 'reverting changes'...,negative,,
2644,"http://t.co/zBLtZ5MW German Federal #Trojan's got a BigBrother. #Gov spying on its people, #Microsoft's 32bit/64bit #Windows is target",negative,negative,unpredcitable
2645,"#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/x4yWfNSV",negative,negative,unpredcitable
2646,"#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/wXBC1UUw",negative,negative,unpredcitable
2647,"System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net",negative,negative,unpredcitable
2648,"Wilth #Accessibility mode on in #SharePoint 2010, it seems that #Workflows sometimes do not start automatically #SP2010 #Workflow #Microsoft",negative,negative,unpredcitable
2649,Internet Explorer 9 is the biggest pile of shit ever seriously #Microsoft #IE9,negative,negative,unpredcitable
2650,I have been seriously slacking with my #mandarin studies these past few months. Blame #Microsoft and #Cisco!! #StudyingWhilstMotivated,negative,neutral,unpredcitable
2651,sledgehammer maybe! RT @SkandalasGP Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P,negative,unpredcitable,Q
2652,#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i'll ask. Thank you...,negative,positive,unpredcitable
2653,Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/VtYbqI91,negative,unpredcitable,Q
2654,@joannejacobs I'd like to criticise #Microsoft's Steve Ballmer face-to-face for all the pain & suffering their products cause. #justsaying,negative,negative,unpredcitable
2655,#microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P,negative,negative,unpredcitable
2656,How #apple eclipsed #microsoft http://t.co/4bWXJaDg by @charlesarthur #business @guardian,negative,neutral,Q
2657,"RT @guardiantech: How #Apple eclipsed #Microsoft http://t.co/GK6YjTFY &lt;- Microsoft's future is in the corporate world, not consumer",negative,neutral,Q
2658,"♻ @waynp:  Not the MS hate bit tho. &lt; Waddya mean? #microsoft sucks bonobo monkeys' asses... #Linux roolz. For the extremists, there's #BSD",negative,unpredcitable,Q
2659,"#Microsoft, #Adobe lose $13.5bn to piracy: Report - The Times of India http://t.co/5IbOBNrH",negative,neutral,unpredcitable
2660,"#Skype often crashing: #microsoft, what are you doing?",negative,neutral,Q
2661,"#Microsoft's #SteveBallmer attacks #Android phones ..... well #windows7mobile is gay, you metro! http://t.co/sQnE1iLb via @Telegraph",negative,negative,unpredcitable
2662,♻ @mariospr: Stand up for your freedom to install free software. Please sign up! http://t.co/YOOTfKTM #gnu #against #microsoft,negative,positive,unpredcitable
2663,#Microsoft just bought #Skype officially. So how's the future of #Skype on any other devices/operating systems? :(,negative,negative,Q
2664,#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted,negative,neutral,unpredcitable
2665,"RT @sander_koers: #Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/OySZmjVi #in",negative,negative,unpredcitable
2666,Ouch!!! #Microsoft #Azure #fail http://t.co/LJpGVZJT,negative,neutral,unpredcitable
2667,"#Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/KDTD4zRe",negative,negative,unpredcitable
2668,#microsoft #SBS 2011 disabling third party software #updates via #gpo,negative,negative,unpredcitable
2669,How #Apple eclipsed #Microsoft http://t.co/KxboqsKj,negative,neutral,Q
2670,"Unmindful Ballmer, collects half a billion, doesn't say thank you.  http://t.co/lwtpXejo #android #google #microsoft",negative,negative,unpredcitable
2671,#Apple eclipsed #Microsoft http://t.co/wEdPbcPx,negative,neutral,unpredcitable
2672,http://t.co/5oK4XcOw Microsoft !! i hate you again !! #microsoft,negative,negative,unpredcitable
2673,"Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer",negative,negative,unpredcitable
2674,@MatthewGPhy One Operating System to rule them all and in the darkness bind them.  #Microsoft,negative,neutral,unpredcitable
2675,"I wonder if I tweet Bill Gates he'll fix my laptop... 

#Microsoft
#vista
#fml",negative,negative,unpredcitable
2676,RT @anup_pillai: How #Apple eclipsed #Microsoft | http://t.co/r6hNEtTu,negative,neutral,unpredcitable
2677,"After I don't know how many years, you still can't copy a #microsoft #word document headings to #powerpoint. #justsaying",negative,neutral,Q
2678,"#microsoft #careers site is giving errors for any thing i search!! #weird
http://t.co/vJ2JpKtM http://t.co/02dYONXz",negative,neutral,unpredcitable
2679,"Installing .NET framework, this might take very many years. Come back when your unborn child is in college. #microsoft",negative,negative,unpredcitable
2680,Watching podcast of Steve Jobs & Bill Gates at 07 D5. Gates sucks at tech predictions! All talk #Apple #Microsoft,negative,negative,unpredcitable
2681,My#Dell comp on shitty #Microsoft vista blue screened i swear this is steve jobs ghost coming back to finish what he started#appledomination,negative,,
2682,#WTF #Microsoft #sbs2008 #rww only works in #IE. #browserwars,negative,neutral,Q
2683,"My last day of #Microsoft #SharePoint training: 10175A/Microsoft SharePoint 2010, Application Development - http://t.co/pKMBGsNr",neutral,negative,unpredcitable
2684,"Following dear #Microsoft CEO's logic, 550,000 #Android devices activated each day NEED to belong to computer scientists. I am enlightened!!",neutral,negative,unpredcitable
2685,#EEDAR report: half of HD console owners buying #DLC http://t.co/5tO4bS31 #business #microsoft #pc #playstation,neutral,negative,unpredcitable
2686,Congrats to #Microsoft's Monica Diaz for being part of @HispanicBizMag 100 Most Influential Hispanics! http://t.co/qj9QDBhA,neutral,neutral,unpredcitable
2687,Windows Phone Mango Update Released to 'Nearly Everyone' http://t.co/SX1NQJJ1 #microsoft #Technology,neutral,neutral,unpredcitable
2688,"RT @WinBetaDotOrg: Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta",neutral,negative,unpredcitable
2689,#Microsoft We support you. Retweet if u support us or want to.,neutral,neutral,unpredcitable
2690,@MSPartners can join: Small Business Specialist Community (SBCS) http://t.co/IlQPKEz0! #Microsoft #MPN,neutral,neutral,unpredcitable
2691,RT @SAPWorkSmarter: Tomorrow at #SAPTechEd Bangalore: #SAP & #Microsoft Building Apps for Both Worlds w #DuetEnterprise & #SAPGateway. h ...,neutral,neutral,unpredcitable
2692,"#Microsoft CEO Steve #Ballmer on Not Buying #Yahoo: “Sometimes, You’re Lucky” http://t.co/7TEtDPP9",neutral,neutral,unpredcitable
2693,"RT @KumarSachi: Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http: ...",neutral,positive,unpredcitable
2694,"RT @NeowinFeed: Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin",neutral,negative,unpredcitable
2695,#microsoft @diggita Microsoft - Macro in Word 2007 (gerardopaolillo) http://t.co/O3M07opC,neutral,negative,unpredcitable
2696,"#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re Lucky” &lt;http://t.co/rcml9XQR&gt;",neutral,neutral,unpredcitable
2697,#Microsoft: #Mango Now Available to Nearly Everyone - http://t.co/vQkJ84AC #windowsphone #wp7,neutral,neutral,unpredcitable
2698,"If #Microsoft earnings disappoint, blame consumer PC sales -  http://t.co/edXe0xBd via @cnet",neutral,negative,Q
2699,Microsoft bitchslaps VMware in new paper - #Microsoft calls out #VMware for bogus benchmark numbers - http://t.co/dBsMa1Pb,neutral,negative,unpredcitable
2700,Bill Gates to testify in Novel v. #Microsoft antitrust laws#UI t http://t.co/H0GscVZR,neutral,neutral,unpredcitable
2701,"If #Microsoft earnings disappoint, blame consumer PC sales http://t.co/xEKwTlUg",neutral,negative,Q
2702,"RT @MSAnyWhere: Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/Fpv2yDof #microsoft",neutral,negative,unpredcitable
2703,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone: Microsoft has said th... http://t.co/uEpATRzx",neutral,negative,unpredcitable
2704,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/GbKV9pbQ #microsoft",neutral,negative,unpredcitable
2705,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/S54leHKi",neutral,negative,unpredcitable
2706,Should you upgrade to #Microsoft Office 2010. http://t.co/gYGuYr64 #tech #Office2010,neutral,neutral,unpredcitable
2707,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/vyNtU8xW",neutral,negative,unpredcitable
2708,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin",neutral,negative,unpredcitable
2709,"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/e4LLmmyg",neutral,negative,unpredcitable
2710,#Microsoft #Cloud GSA Loses $2.5 Billion Cloud Contract Fight: Google recently dropped a case against the D... http://t.co/cObJRw66 #TCN,neutral,negative,unpredcitable
2711,"""@MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise solution! #copyright http://t.co/k1kDqz04",neutral,neutral,unpredcitable
2712,"Love the template name #Microsoft... Everyone that does #SharePoint, go to your site's /_layouts/xsl/internal.xsl for a laugh.",neutral,neutral,unpredcitable
2713,"#Microsoft ’s new “great to be a family” #adverts begin to air, including #Office2010 #Windows7 and #WP7.
http://t.co/L5J2UEEQ
@winrumors",neutral,positive,unpredcitable
2714,Club CALUMO was FUN!  See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/8THqSRBd via @calumo,neutral,negative,unpredcitable
2715,Club CALUMO was FUN!  See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/Hfzf2cJe via @calumo,neutral,negative,unpredcitable
2716,Tomorrow at #SAPTechEd Bangalore: #SAP & #Microsoft Building Apps for Both Worlds w #DuetEnterprise & #SAPGateway. http://t.co/te4NQmxN,neutral,neutral,unpredcitable
2717,TechNet Blogs- Technical Overview of #DuetEnterprise for #Microsoft #SharePoint and #SAP http://t.co/o9V1J49v,neutral,positive,unpredcitable
2718,"#Microsoft researchers want to turn your hand into a touchscreen
http://t.co/HV2oi81b",neutral,neutral,unpredcitable
2719,http://t.co/hrkWT2VA #Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project,neutral,neutral,unpredcitable
2720,Just installed Windows 7 Ultimate Service Pack 1 with IE9. It looks like IE9 is trying to look like Chrome. #windows7 #ie9 #microsoft #ie8,neutral,negative,unpredcitable
2721,"Gentle Ballmer meekly suggests the competition is doomed - #Microsoft is winning, winning, winning!: http://t.co/7ntP5MS1 via @thetecheye",neutral,positive,unpredcitable
2722,sponsors and supporters at the #ascribeconference include #microsoft #ubisys #zetes #healthinformation #connectingforhealth #emis,neutral,neutral,unpredcitable
2723,Ballmer confirms Nokia phone debut; you can quote him on that - http://t.co/Oe9Imdob -  #microsoft  #SteveBallmer,neutral,neutral,unpredcitable
2724,"Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta",neutral,negative,unpredcitable
2725,"Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/igGyeT9S #Microsoft #beta",neutral,negative,unpredcitable
2726,I wish there was #Microsoft #PowerPoint for #iPad.,neutral,neutral,unpredcitable
2727,Watching this week's episode of Hawaii Five-O. Great use of Windows Phone 7 & SkyDrive. Oh yeah a Dell Inspiron Duo was there too #microsoft,neutral,negative,unpredcitable
2728,@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest ping me w/questions #in,neutral,negative,unpredcitable
2729,"On the blog we discuss #Microsoft embracing of #Apache #Hadoop for big data - 

http://t.co/q3YNLQck #opensource #bigdata #IT",neutral,positive,unpredcitable
2730,#Microsoft Works Suite 2003 Review http://t.co/Yie1rSSz #windowsxphomesoftware #officesuites #family,neutral,positive,unpredcitable
2731,Did a quick video call test between two diff. #Android tablets using #Skype & it worked great! #Microsoft hasn't broken it yet.,neutral,positive,unpredcitable
2732,What was the best device in 90s ? #Apple #Sony #Samsung #Microsoft or other Companies..:),neutral,neutral,Q
2733,"Microsoft CEO Steve Ballmer Looks Ahead at Social, Mobile Plans | Adweek http://t.co/jEENZQDw #tech #apple #microsoft",neutral,negative,unpredcitable
2734,#EvolutionOfIT #cloud event @BenchmarkLearn can any #microsoft or @MSLearning folks help create us a windows azure pass ex. BLAZURE ??,neutral,neutral,unpredcitable
2735,Creating #Pareto charts using #Microsoft #Excel http://t.co/OFXuNqhY,neutral,neutral,unpredcitable
2736,#microsoft #volume 1 #microsoft powerpoint #procedural syntax http://t.co/InQbcG68 GO! with Microsoft PowerPoint 2007 Volume 1,neutral,negative,unpredcitable
2737,#Microsoft Pushing out #Mango to more Windows Phones http://t.co/xPIaZ8Xp #wp7 #orange #samsung #lg #optimus7 #htc #dell #msft,neutral,neutral,unpredcitable
2738,#Microsoft drops developer preview of its ‘Roslyn’ compiler http://t.co/XgUrXNPa #uncategorized,neutral,negative,unpredcitable
2739,More Colorful Photos Of Nokia's First Windows Phone Just Leaked!! http://t.co/sU4l744v #nokia #wp7 #microsoft #windowsphone7,neutral,positive,unpredcitable
2740,#Microsoft shows 'touch screen' for any surface http://t.co/X7Z87xzt,neutral,neutral,unpredcitable
2741,#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/GinBVlSK,neutral,unpredcitable,Q
2742,#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/bVKP5Caq,neutral,unpredcitable,Q
2743,"#SIGSource #Microsoft talent source program boasts a procure-to-pay model to manage temp workforce, concept works for VMS  #Beeline",neutral,positive,unpredcitable
2744,@grumbledook still poor central management from Apple then? #microsoft,neutral,negative,Q
2745,"RT @WinRumors: If you missed this earlier, Steve #Ballmer bashes #Android phones [video] http://t.co/NvD7MQVk #microsoft #windows",neutral,negative,Q
2746,#Nokia 800 Renders Revealed http://t.co/K3txY6JZ #mobilenews #android #gingerbread #microsoft #nokia800 #nokian9,neutral,neutral,unpredcitable
2747,#Microsoft Boxes Up Two New Xbox 360 Holiday Bundles: With the holiday season just around the… http://t.co/cHyXxdI2,neutral,neutral,unpredcitable
2748,"RT @KentisG: Agree ! RT @MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise soluti… (cont) http ...",neutral,negative,unpredcitable
2749,@JackDavidson95 ill be manager after a week! Yeh joint ownership of #microsoft ahhhhh,neutral,negative,unpredcitable
2750,RT @Microsoft_EDU: Quality education is vital. Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/hlRxf2dF #EDU11,neutral,positive,unpredcitable
2751,#Microsoft To Launch Its Own Version Of #Facebook Timeline Like Web Service Called Project #Greenwich  http://t.co/MmS14pDW,neutral,negative,unpredcitable
2752,@lukerussell1 #iWantAnAutomaticPromotion and we'll be running #Microsoft before you know it.,neutral,neutral,unpredcitable
2753,#Microsoft drops developer preview of its ‘Roslyn’ compiler http://t.co/niSKSmL4,neutral,negative,unpredcitable
2754,Creating #Pareto charts using #Microsoft #Excel http://t.co/B6rYS5gX,neutral,neutral,unpredcitable
2755,Developers: Let Microsoft Market Your App for Windows Phone http://t.co/QZUqhCxx #wp7 #wp7dev #windowsphone #Microsoft #Marketplace,neutral,neutral,unpredcitable
2756,@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the  #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech,neutral,neutral,unpredcitable
2757,RT @NeowinFeed: Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin,neutral,neutral,unpredcitable
2758,"Google Docs presentation makes PowerPoint weep, beg for mercy http://t.co/9rVHs6jk via @engadget #google #powerpoint #microsoft #haha",neutral,negative,unpredcitable
2759,RT @Flipbooks #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/NDpyFvpK rt @TferThomas #Technology #Tech,neutral,neutral,unpredcitable
2760,RT @Flipbooks: #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech,neutral,neutral,unpredcitable
2761,#Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech,neutral,neutral,unpredcitable
2762,Nice comparison w #Microsoft :) RT @google: Watch the live stream of Vic Gundotra & Sergey Brin at #w2s http://t.co/vPxANJtz,neutral,positive,unpredcitable
2763,.. downloading CTP3 of #Microsoft #SQL2012 to play around ...http://www.microsoft.com/sqlserver/en/us/default.aspx,neutral,neutral,unpredcitable
2764,"DPR Client: @EvolveTech partnering with #Microsoft on #Office 365 webinar Tuesday, Nov. 1, at 10 a.m. ET. Sign up! http://t.co/hnrzdFk5",neutral,negative,unpredcitable
2765,Because you are what you search: Now everyone wants to customize search #Microsoft as well as #MCHammer #WiredDoo http://t.co/HlicKxPV,neutral,neutral,Q
2766,RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft,neutral,neutral,Q
2767,Windows Phone firmware updates due next week to enable Internet Sharing http://t.co/yPF60YEe #microsoft #windows,neutral,negative,unpredcitable
2768,"RT @MSFTDynamicsERP: Time to learn, inspire and innovate at the #Microsoft Dynamics #AX2012  EMEA Tech Conference http://t.co/bzX4UE6K # ...",neutral,neutral,unpredcitable
2769,@TheZeroOfTime #microsoft,neutral,neutral,unpredcitable
2770,1st public test release for the Roslyn project. http://t.co/0j9ly9Y8 giving APIs to the C# compiler (and visual basic but ..;). #microsoft,neutral,neutral,unpredcitable
2771,Updates: Windows Phone 7.5 now available more broadly http://t.co/miMgwgwo #microsoft,neutral,negative,unpredcitable
2772,RT @SAP_MICROSOFT: Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations,neutral,neutral,unpredcitable
2773,#Microsoft builds a functioning 'holodesk' to interact with digital items - http://t.co/ougSB108 via @TheNextWeb,neutral,positive,unpredcitable
2774,@nokia Is #Nokia going to release their new #WindowsPhone in Norway this year? #WP7 #Microsoft,neutral,negative,Q
2775,"Ballmer On Not Buying Yahoo: 
http://t.co/ogoaKRBf 

#Microsoft #Yahoo #Skype #Xbox #Google #Bing #Ballmer http://t.co/LwUYs0uP",neutral,neutral,unpredcitable
2776,#Microsoft delivers #developer preview of Roslyn compiler as a service http://t.co/nM30ugQQ,neutral,positive,unpredcitable
2777,RT @ScottRockHill: #MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz,neutral,neutral,unpredcitable
2778,#GA-repost: RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate y... http://t.co/z3Z3X9pA,neutral,neutral,unpredcitable
2779,RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate you from #GoogleApps to #SharePoint,neutral,positive,unpredcitable
2780,#Microsoft builds a functioning ‘holodesk’ to interact with digital items http://t.co/BgrZnNvs #uncategorized,neutral,positive,unpredcitable
2781,#seguridadparatodos is using #Microsoft #Security #Essentials and you? (thx @msftsecresponse) - Our analysis [Spanish] http://t.co/hUt3FQyA,neutral,neutral,Q
2782,"RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure",neutral,negative,unpredcitable
2783,Bill Gates jumps over chairs during interviews http://t.co/dmVtFsVg #BillGates #microsoft #parkour #cheatedabit,neutral,negative,unpredcitable
2784,Minority Report-esque interface developed by #Microsoft Research and Carnegie Mellon University http://t.co/0yqEKDzg via @Digg,neutral,negative,unpredcitable
2785,I can't c it as an important invention ... Siri is an incomparable alternative!  -- PocketTouch http://t.co/4DPIoyqT #MicroSoft #Siri,neutral,neutral,unpredcitable
2786,Get rid of that tangled mess behind your computer desk with this #Microsoft Wireless Mouse and Keyboard:  http://t.co/n4LewRAy,neutral,negative,unpredcitable
2787,#Microsoft delivers developer preview of Roslyn compiler as a service http://t.co/5yup4iMK,neutral,positive,unpredcitable
2788,RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/iuaa4yuE,neutral,neutral,unpredcitable
2789,RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/GP8tIRXN,neutral,neutral,unpredcitable
2790,non conductive #surface become #multitouch. #touch #gestures: #microsoft #windows 7 @ #nui #apps http://t.co/Ygpnusfv,neutral,neutral,unpredcitable
2791,@WesleyBackelant Indeed I survived #sqlpass #sqlkilt and a couple of vendor evenings :-)  I spared #sqlkaraoke my great voice :-) #microsoft,neutral,positive,unpredcitable
2792,BUILD Windows #Samsung #Slate PC in US #Microsoft Store http://t.co/bm4NeNiT #msdn #bldwin,neutral,neutral,unpredcitable
2793,"CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces (via @andretelles) » http://t.co/fEB4uIMr",neutral,negative,unpredcitable
2794,Microsoft Roslyn CTP is finally out...Check it out http://t.co/cSTAnsLF #roslyn #visualstudio #compiler #csharp #net #microsoft,neutral,neutral,unpredcitable
2795,Vertical Solutions is giving away a #microsoft office pro pack at the #2011solutions conference! Stop by their booth for a chance to win!,neutral,positive,unpredcitable
2796,"#Microsoft Pre-order Call of Duty: Modern Warfare 3 and get $20 off Xbox Live 12M Card, $10 bounce back co.. http://t.co/3ov35Z3R",neutral,negative,unpredcitable
2797,Reporting in #Microsoft Dynamics #AX2012 http://t.co/Q4oClJfS,neutral,positive,unpredcitable
2798,"#Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure",neutral,negative,unpredcitable
2799,RT @aislyngreene: #Microsoft wants to transform your hand into a touchscreen: http://t.co/an3bmArc via @AddThis,neutral,positive,unpredcitable
2800,http://t.co/gAPEyL5N #Harmonix #Microsoft,neutral,neutral,unpredcitable
2801,RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/S19qrDjU #apple #microsoft #siri,neutral,neutral,Q
2802,#Microsoft Hints at Windows Phone #Apps from Indian Publishers and Services http://t.co/VYA3ed6h #wp7 #windowsphone #msft,neutral,negative,unpredcitable
2803,"RT @techinciter: Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro  ...",neutral,negative,unpredcitable
2804,When are they going to drop the charade and list Steve Ballmer as one of the producers of Hawaii Five-O? #productplacement #microsoft #ftl,neutral,negative,Q
2805,"RT @dansaap: At the #VMworld party, looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)",neutral,neutral,unpredcitable
2806,I'm nowhere near to be a scientst but thks to Steve Balmer 4 declarng me a scientst. Been using #Android frm last 3yrs. #Microsoft #Google,neutral,,
2807,"That Huge AOL, Yahoo, And Microsoft Ad-Selling Deal Isn't Done Yet (AOL, MSFT, YHOO) http://t.co/Vj678HK3 #apple #microsoft",neutral,negative,Q
2808,#microsoft announces SP3 for #office2007 and #sharepoint2007.,neutral,neutral,unpredcitable
2809,#Microsoft wants to transform your hand into a touchscreen: http://t.co/J8FgWWgS via @AddThis,neutral,positive,unpredcitable
2810,@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me #in,neutral,negative,unpredcitable
2811,Steve #Bullmer says it's hard for him to get excited about #android phones...even though #Microsoft makes loads of money off of their sales.,neutral,negative,unpredcitable
2812,Suppose Microsoft Had Bought Siri? - Forbes http://t.co/HoJx73Hh #apple #microsoft #siri,neutral,neutral,Q
2813,Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft,neutral,neutral,Q
2814,@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me,neutral,negative,unpredcitable
2815,"#Microsoft to Slash its #Water Impact in Quincy, Washington - http://t.co/0R5LMHZj",neutral,neutral,unpredcitable
2816,"Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online, #Office365, #CRM, #Azure. http://t.co/o35vv1wt",neutral,neutral,unpredcitable
2817,"Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online, #Office365, #CRM, #Azure. http://t.co/3bL6rh5v",neutral,neutral,unpredcitable
2818,@VSLive What is up with #ATT at #Microsoft?  Full bars in one building and no service in another only 1000 or so feet away?  #vslive,neutral,neutral,Q
2819,#Microsoft researchers want to turn your hand into a touchscreen http://t.co/byYIcRpS,neutral,neutral,unpredcitable
2820,RT @sb_greenbiz: #Microsoft's supplier #sustainability movement & the effect it could have on #plastics companies http://t.co/m0otPgEm,neutral,neutral,unpredcitable
2821,Watch new technology under development of #Microsoft http://t.co/fQlhyAat,neutral,neutral,unpredcitable
2822,"#Microsoft #Cloud Microsoft, Infosys Partner to Bring Cloud to Enterprises: Speaking to CMSWire before the ... http://t.co/GV1edcvp #TCN",neutral,neutral,unpredcitable
2823,#Microsoft Eyes A New Approach to Social #Search http://t.co/lh6pRoAM,neutral,neutral,unpredcitable
2824,Microsoft wants to transform your hand into a touchscreen: http://t.co/Gwi35vtP @TechFlash #microsoft #omnitouch,neutral,positive,unpredcitable
2825,Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/KFwQ8r4T #Technology #Microsoft #Nokia,neutral,neutral,unpredcitable
2826,Ufff... after #Microsoft #MTS11 and #MVP meeting. Was great! #MVPBuzz,neutral,positive,unpredcitable
2827,Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie,neutral,neutral,unpredcitable
2828,Not even the Durban rain can stop the part. Prime Circle rocking  #Microsoft #techedafrica,neutral,negative,unpredcitable
2829,#Linux Licensing in Conflict with Secure Boot Support http://t.co/vAyDRedn #opensource #uefi #microsoft,neutral,neutral,unpredcitable
2830,#Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/wYmFplCs #marketing,neutral,neutral,unpredcitable
2831,i see the #microsoft #lync 64-bit installer still tries to install to C:\Program Files (x86),neutral,negative,unpredcitable
2832,"Listening to Doug Leland #Microsoft  big data guru. Social media impact huge not just data wise, but within tools to manage data #gartnerSYM",neutral,neutral,unpredcitable
2833,Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations,neutral,neutral,unpredcitable
2834,Doesn't #Microsoft Research's new touch technology resemble a lot the one developed by Pranav Mistry in ~2009? http://t.co/yZ9xGQGM,neutral,neutral,Q
2835,#Microsoft researchers want to turn your hand into a touchscreen: http://t.co/UoPSyLTO | #Institute #University #accuracy #applications,neutral,neutral,unpredcitable
2836,.@allie_hooker #Microsoft has the edge in its cloud integration across its different platforms. Tablets still definitely lag behind though.,neutral,positive,unpredcitable
2837,#Microsoft Released Camera Codec Pack For Supporting RAW File  #Windows,neutral,neutral,unpredcitable
2838,RT @ObinnaOsobalu: How to resolve incorrect file associations in #Microsoft #Office2010 http://t.co/FgbcXyTP,neutral,neutral,Q
